date,store_id,store_type,location_type,region_code,holiday,discount,orders,sales
2018-04,235,S1,L1,R3,4,10,1608,1164230.28
2018-04,236,S1,L1,R3,4,10,1751,1102128.87
2018-04,237,S2,L3,R3,4,10,1178,870915.15
2018-04,238,S1,L1,R2,4,10,1400,972057.48
2018-04,239,S3,L1,R3,4,11,2144,1317429.3
2018-04,240,S3,L2,R3,4,11,2341,1464954.27
2018-04,241,S1,L1,R4,4,10,1896,1314787.11
2018-04,242,S4,L1,R1,4,10,2726,1395083.61
2018-04,243,S4,L2,R2,4,10,2490,1694361.69
2018-04,244,S2,L5,R4,4,11,1270,748130.7
2018-04,245,S4,L1,R2,4,10,2559,1495930.8
2018-04,246,S3,L1,R3,4,11,2104,1334969.34
2018-04,247,S1,L1,R3,4,10,1768,1196489.64
2018-04,248,S1,L1,R2,4,10,1495,993739.65
2018-04,249,S1,L3,R2,4,10,1787,971150.34
2018-04,250,S2,L3,R4,4,10,1274,876031.86
2018-04,251,S2,L3,R1,4,10,1354,885690.6
2018-04,252,S3,L2,R1,4,10,2372,1538422.74
2018-04,253,S4,L2,R1,4,11,2683,1524851.31
2018-04,254,S4,L1,R1,4,10,2368,1385021.07
2018-04,255,S3,L2,R4,4,10,2208,1503722.67
2018-04,256,S1,L2,R4,4,10,1847,1369164.42
2018-04,257,S1,L3,R1,4,10,1676,962050.86
2018-04,258,S2,L4,R4,4,10,1201,797713.59
2018-04,259,S4,L1,R1,4,10,2434,1294173.57
2018-04,260,S1,L1,R4,4,10,1607,1025983.74
2018-04,261,S4,L2,R1,4,10,2308,1334901.3
2018-04,262,S1,L1,R1,4,10,1910,1271776.3800000001
2018-04,263,S1,L5,R1,4,11,1566,797303.4299999999
2018-04,264,S3,L1,R3,4,10,2000,1241114.58
2018-04,265,S2,L4,R2,4,10,1476,926419.35
2018-04,266,S1,L1,R4,4,10,1603,1004464.86
2018-04,267,S4,L2,R1,4,10,1915,1180239.21
2018-04,268,S1,L2,R1,4,11,1888,1283286.66
2018-04,269,S1,L4,R1,4,10,1824,1041251.91
2018-04,270,S1,L1,R2,4,10,1543,986023.68
2018-04,271,S1,L3,R2,4,10,2029,1124115.09
2018-04,272,S2,L4,R2,4,10,1341,788529.96
2018-04,273,S2,L3,R4,4,10,1050,769723.2
2018-04,274,S4,L2,R4,4,10,2586,1636706.76
2018-04,275,S4,L1,R1,4,10,2445,1380989.46
2018-04,276,S1,L1,R2,4,10,1983,1189544.97
2018-04,277,S1,L3,R1,4,10,1749,953866.98
2018-04,278,S4,L1,R4,4,10,3006,1661506.02
2018-04,279,S2,L3,R2,4,10,1330,881786.28
2018-04,280,S4,L2,R2,4,11,3254,1774742.16
2018-04,281,S1,L4,R1,4,10,1789,933485.0700000001
2018-04,282,S1,L2,R2,4,10,2026,1543135.08
2018-04,283,S4,L1,R1,4,11,2722,1398659.67
2018-04,284,S4,L2,R3,4,10,2343,1424873.49
2018-04,285,S1,L3,R3,4,10,1367,862057.8
2018-04,286,S4,L2,R4,4,11,2866,1627191.09
2018-04,287,S1,L4,R1,4,10,1874,961281.39
2018-04,288,S3,L2,R3,4,11,2461,1568514.3
2018-04,289,S2,L5,R2,4,10,1107,652981.41
2018-04,290,S1,L1,R3,4,10,1754,1117743.42
2018-04,291,S1,L3,R1,4,10,1979,1067253.72
2018-04,292,S1,L1,R1,4,10,1581,1067957.4
2018-04,293,S2,L4,R2,4,10,1083,707738.7
2018-04,294,S4,L2,R2,4,11,3476,1976350.53
2018-04,295,S1,L1,R1,4,10,1608,1135504.17
2018-04,296,S1,L1,R1,4,10,1829,1131360.78
2018-04,297,S2,L3,R4,4,10,1325,826995.48
2018-04,298,S4,L1,R1,4,10,3929,1857303.66
2018-04,299,S1,L1,R3,4,10,1755,1255391.07
2018-04,300,S2,L5,R2,4,11,1266,704121.0
2018-04,301,S1,L3,R2,4,10,1733,1027225.86
2018-04,302,S1,L4,R2,4,10,1647,882703.8
2018-04,303,S4,L2,R1,4,10,3292,1734126.24
2018-04,304,S1,L1,R4,4,11,1603,981106.74
2018-04,305,S4,L1,R1,4,10,2651,1438127.67
2018-04,306,S1,L3,R2,4,10,1524,955192.32
2018-04,307,S1,L5,R2,4,10,1343,709586.04
2018-04,308,S4,L2,R3,4,10,2641,1563465.18
2018-04,309,S1,L5,R1,4,10,1943,951662.37
2018-04,310,S2,L5,R1,4,10,1153,639044.61
2018-04,311,S4,L2,R2,4,13,2917,1632371.88
2018-04,312,S4,L2,R1,4,10,5071,2699972.37
2018-04,313,S1,L3,R1,4,10,1498,874642.89
2018-04,314,S1,L1,R2,4,11,1997,1219702.23
2018-04,315,S4,L2,R1,4,10,3487,1854670.77
2018-04,316,S4,L2,R1,4,10,2531,1611577.41
2018-04,317,S3,L1,R1,4,10,1998,1063018.62
2018-04,318,S1,L3,R2,4,10,1780,1040303.52
2018-04,319,S3,L1,R2,4,11,2316,1461382.11
2018-04,320,S2,L3,R2,4,10,1425,893455.02
2018-04,321,S3,L1,R2,4,11,2322,1399414.14
2018-04,322,S2,L3,R4,4,10,1284,865543.5
2018-04,323,S1,L4,R1,4,10,1620,905613.9
2018-04,324,S1,L2,R3,4,11,1977,1452477.0
2018-04,325,S3,L1,R2,4,10,2080,1334356.77
2018-04,326,S3,L1,R1,4,10,2309,1375865.97
2018-04,327,S4,L1,R3,4,11,2825,1495892.7
2018-04,328,S1,L3,R1,4,10,1379,878729.07
2018-04,329,S4,L2,R3,4,11,2568,1654214.07
2018-04,330,S4,L2,R1,4,10,2603,1435806.72
2018-04,331,S1,L1,R4,4,10,1601,1062318.54
2018-04,332,S2,L5,R1,4,10,1268,736759.38
2018-04,333,S1,L1,R3,4,10,1524,1049867.7
2018-04,334,S3,L2,R2,4,10,2209,1480224.81
2018-04,335,S1,L1,R3,4,11,1876,1123313.4
2018-04,336,S4,L2,R1,4,10,3656,1989891.99
2018-04,337,S4,L2,R1,4,10,5006,2738554.23
2018-04,338,S4,L2,R1,4,11,2892,1759075.35
2018-04,339,S4,L2,R1,4,10,3187,1735110.96
2018-04,340,S4,L2,R3,4,10,2648,1622486.79
2018-04,341,S1,L1,R2,4,10,2031,1203827.94
2018-04,342,S4,L1,R1,4,10,2795,1488469.68
2018-04,343,S1,L1,R2,4,11,1795,1278724.89
2018-04,344,S1,L5,R1,4,10,1964,976764.63
2018-04,345,S1,L1,R3,4,10,1590,1177150.47
2018-04,346,S4,L1,R1,4,10,3226,1714919.04
2018-04,347,S1,L1,R1,4,10,1786,1121742.63
2018-04,348,S3,L1,R1,4,11,2244,1258254.3
2018-04,349,S1,L1,R4,4,10,2009,1265805.24
2018-04,350,S1,L3,R2,4,11,1733,1035045.36
2018-04,351,S1,L4,R3,4,10,1546,898337.25
2018-04,352,S4,L1,R1,4,10,2057,1157318.49
2018-04,353,S1,L3,R3,4,10,1529,965341.47
2018-04,354,S4,L2,R1,4,10,3634,2268934.92
2018-04,355,S2,L4,R2,4,10,1190,826029.81
2018-04,356,S3,L3,R1,4,11,2049,1077787.02
2018-04,357,S4,L1,R1,4,11,2825,1535184.48
2018-04,358,S3,L1,R1,4,10,2122,1289623.71
2018-04,359,S2,L3,R2,4,10,1363,961502.52
2018-04,360,S2,L1,R1,4,10,1304,904431.87
2018-04,361,S1,L3,R1,4,10,1770,1015933.68
2018-04,362,S1,L3,R3,4,11,1742,1017507.36
2018-04,363,S1,L1,R2,4,10,2024,1191758.34
2018-04,364,S2,L3,R2,4,10,1377,880733.4
2018-04,365,S2,L1,R2,4,10,1272,841948.98
2018-05,1,S1,L3,R1,1,15,1800,1139541.9
2018-05,2,S3,L1,R3,1,16,2328,1524228.24
2018-05,3,S4,L2,R1,1,15,3385,1971722.1
2018-05,4,S1,L1,R2,1,16,2007,1275894.42
2018-05,5,S1,L1,R3,1,15,2121,1452960.0
2018-05,6,S4,L1,R1,1,15,2412,1480356.0
2018-05,7,S3,L1,R3,1,15,2350,1542268.32
2018-05,8,S4,L2,R2,1,16,2618,1727261.85
2018-05,9,S1,L1,R1,1,16,1682,1192045.47
2018-05,10,S4,L2,R3,1,16,2769,2013327.39
2018-05,11,S4,L2,R1,1,16,3443,2220797.64
2018-05,12,S1,L3,R2,1,15,1703,1105443.0
2018-05,13,S3,L3,R1,1,16,2201,1271901.54
2018-05,14,S3,L2,R4,1,16,2450,1928502.0
2018-05,15,S4,L2,R1,1,16,3379,2184260.4
2018-05,16,S1,L3,R1,1,16,2043,1237112.1
2018-05,17,S1,L1,R2,1,16,2113,1308796.92
2018-05,18,S4,L1,R1,1,15,2997,1812952.44
2018-05,19,S1,L1,R3,1,16,1537,1242729.42
2018-05,20,S1,L1,R1,1,16,1386,1156531.8
2018-05,21,S3,L2,R4,1,15,2265,1585226.13
2018-05,22,S1,L1,R4,1,16,1762,1484290.92
2018-05,23,S1,L1,R4,1,16,1717,1345098.96
2018-05,24,S1,L1,R2,1,15,1772,1196685.18
2018-05,25,S1,L3,R1,1,16,1891,1183149.54
2018-05,26,S1,L1,R3,1,15,2076,1483680.93
2018-05,27,S1,L3,R3,1,15,1395,1018802.49
2018-05,28,S3,L2,R3,1,16,2384,1823893.56
2018-05,29,S1,L4,R2,1,16,1457,968839.62
2018-05,30,S1,L2,R2,1,16,2132,1576643.88
2018-05,31,S1,L5,R2,1,15,1552,932901.0
2018-05,32,S1,L1,R2,1,16,1777,1385785.98
2018-05,33,S4,L2,R4,1,16,2686,1889602.05
2018-05,34,S1,L3,R1,1,16,1883,1161383.4
2018-05,35,S1,L1,R2,1,16,1956,1300448.55
2018-05,36,S1,L3,R4,1,15,1716,1133947.08
2018-05,37,S1,L3,R3,1,16,1484,1087032.0
2018-05,38,S1,L3,R2,1,16,1592,1157007.42
2018-05,39,S4,L1,R1,1,16,3387,1950267.0
2018-05,40,S1,L1,R4,1,16,1802,1472648.46
2018-05,41,S1,L1,R2,1,16,2039,1452738.96
2018-05,42,S1,L4,R3,1,15,1506,974703.0
2018-05,43,S1,L1,R2,1,16,1647,1159818.6
2018-05,44,S1,L3,R2,1,16,2169,1320906.0
2018-05,45,S3,L1,R1,1,15,2301,1478787.09
2018-05,46,S2,L1,R2,1,16,1321,1034111.1
2018-05,47,S4,L2,R2,1,16,3064,1959847.68
2018-05,48,S1,L1,R2,1,16,1592,1232750.22
2018-05,49,S4,L1,R2,1,16,3184,1918188.72
2018-05,50,S3,L2,R4,1,16,2326,1677371.85
2018-05,51,S1,L1,R2,1,16,1464,1069161.12
2018-05,52,S1,L1,R3,1,16,1842,1309961.34
2018-05,53,S3,L1,R2,1,15,2140,1447326.36
2018-05,54,S1,L2,R3,1,16,1732,1411505.55
2018-05,55,S1,L1,R2,1,16,2065,1401348.0
2018-05,56,S2,L5,R3,1,16,1282,849368.64
2018-05,57,S4,L1,R1,1,16,2438,1413689.7
2018-05,58,S1,L1,R1,1,16,1835,1280723.7
2018-05,59,S1,L3,R1,1,16,1642,1083793.95
2018-05,60,S1,L5,R2,1,15,1440,903367.5
2018-05,61,S1,L1,R3,1,16,2024,1345237.2
2018-05,62,S2,L5,R1,1,16,1182,824055.0
2018-05,63,S1,L1,R2,1,16,2127,1530213.87
2018-05,64,S3,L1,R2,1,16,2114,1411690.62
2018-05,65,S1,L2,R2,1,16,2741,2287285.2
2018-05,66,S3,L3,R3,1,15,2269,1347406.38
2018-05,67,S2,L5,R1,1,15,1014,633800.76
2018-05,68,S1,L2,R4,1,16,2095,1643342.85
2018-05,69,S1,L1,R4,1,16,1610,1136238.96
2018-05,70,S1,L1,R3,1,12,1672,1141454.76
2018-05,71,S2,L5,R1,1,16,1061,728362.08
2018-05,72,S1,L2,R3,1,16,2102,1604555.88
2018-05,73,S3,L2,R4,1,16,2175,1734602.52
2018-05,74,S3,L1,R2,1,15,2376,1582311.45
2018-05,75,S3,L2,R3,1,16,2329,1726844.16
2018-05,76,S2,L3,R3,1,16,1305,997644.0
2018-05,77,S2,L5,R3,1,15,947,700426.23
2018-05,78,S1,L1,R4,1,16,1501,1105771.74
2018-05,79,S2,L5,R4,1,16,1113,814102.8
2018-05,80,S1,L1,R1,1,16,1744,1195893.09
2018-05,81,S3,L2,R1,1,16,2150,1655850.0
2018-05,82,S4,L2,R1,1,15,3328,1985798.19
2018-05,83,S2,L5,R1,1,16,845,633032.64
2018-05,84,S1,L1,R3,1,16,2061,1384030.65
2018-05,85,S4,L2,R1,1,16,3644,2254950.24
2018-05,86,S1,L1,R4,1,16,1534,1141574.01
2018-05,87,S4,L2,R3,1,16,2978,2338971.42
2018-05,88,S2,L5,R2,1,16,1236,883152.0
2018-05,89,S1,L4,R1,1,15,1595,980985.78
2018-05,90,S1,L1,R3,1,16,1968,1321594.95
2018-05,91,S3,L1,R1,1,16,2177,1479399.45
2018-05,92,S1,L4,R2,1,15,1559,952877.97
2018-05,93,S1,L1,R4,1,16,1583,1200541.8
2018-05,94,S4,L2,R2,1,16,2589,1780881.9
2018-05,95,S3,L1,R1,1,16,2030,1255349.7
2018-05,96,S3,L1,R3,1,16,2390,1578224.4
2018-05,97,S4,L1,R1,1,16,3005,1848018.72
2018-05,98,S2,L5,R2,1,16,1073,801030.24
2018-05,99,S1,L1,R3,1,16,2099,1383669.18
2018-05,100,S1,L1,R2,1,16,1865,1331975.16
2018-05,101,S1,L4,R3,1,16,1442,951472.32
2018-05,102,S4,L2,R1,1,16,2709,1829085.84
2018-05,103,S1,L3,R3,1,16,1789,1169215.32
2018-05,104,S1,L1,R2,1,16,1819,1186704.0
2018-05,105,S4,L2,R1,1,15,2612,1709688.0
2018-05,106,S1,L1,R4,1,15,1863,1279317.0
2018-05,107,S1,L3,R3,1,15,1705,1117953.72
2018-05,108,S1,L1,R4,1,16,1987,1491762.3
2018-05,109,S1,L1,R1,1,16,2098,1388148.0
2018-05,110,S2,L3,R3,1,16,1405,1063907.52
2018-05,111,S1,L1,R2,1,16,1994,1453367.25
2018-05,112,S1,L1,R3,1,16,1820,1237962.24
2018-05,113,S2,L3,R3,1,16,1238,1006932.24
2018-05,114,S3,L1,R4,1,16,2360,1678137.0
2018-05,115,S4,L2,R1,1,15,3555,2101393.59
2018-05,116,S2,L3,R3,1,16,1277,979729.92
2018-05,117,S1,L1,R3,1,16,1665,1247952.75
2018-05,118,S2,L1,R4,1,16,1432,1144350.0
2018-05,119,S1,L1,R3,1,15,2009,1336735.5
2018-05,120,S3,L2,R2,1,16,2316,1880583.0
2018-05,121,S1,L1,R4,1,16,1952,1468740.0
2018-05,122,S1,L1,R2,1,16,1700,1321635.72
2018-05,123,S4,L2,R3,1,16,2471,1838034.0
2018-05,124,S3,L2,R3,1,15,2398,1780595.82
2018-05,125,S4,L2,R1,1,15,3195,1952343.66
2018-05,126,S4,L2,R2,1,16,4201,2967306.33
2018-05,127,S4,L2,R2,1,15,3074,2010521.28
2018-05,128,S1,L2,R2,1,16,1839,1371348.0
2018-05,129,S3,L1,R1,1,16,2143,1338194.82
2018-05,130,S1,L1,R3,1,16,1825,1248964.32
2018-05,131,S4,L2,R1,1,15,3824,2261773.32
2018-05,132,S1,L1,R3,1,15,2087,1495243.32
2018-05,133,S1,L1,R4,1,15,1940,1283229.36
2018-05,134,S1,L4,R1,1,16,1506,996714.06
2018-05,135,S1,L1,R4,1,16,1694,1333410.0
2018-05,136,S2,L5,R4,1,16,1030,784213.74
2018-05,137,S4,L1,R1,1,16,2610,1616547.9
2018-05,138,S1,L1,R1,1,16,1800,1213843.05
2018-05,139,S4,L2,R2,1,15,3195,2109968.4
2018-05,140,S4,L1,R1,1,16,2447,1642882.62
2018-05,141,S1,L1,R2,1,16,1551,1166121.12
2018-05,142,S2,L1,R3,1,16,1285,979877.7
2018-05,143,S3,L2,R3,1,16,2368,1906997.49
2018-05,144,S1,L3,R3,1,16,1900,1240051.02
2018-05,145,S1,L3,R1,1,16,2011,1227249.96
2018-05,146,S4,L2,R1,1,16,4569,2681664.6
2018-05,147,S4,L2,R4,1,16,3257,2043311.25
2018-05,148,S1,L1,R2,1,16,1410,1067592.0
2018-05,149,S2,L3,R2,1,15,1318,938392.32
2018-05,150,S4,L2,R1,1,15,3601,2225557.92
2018-05,151,S1,L3,R2,1,16,1440,992396.4
2018-05,152,S2,L1,R1,1,16,1370,1116349.59
2018-05,153,S4,L2,R1,1,15,3921,2500453.02
2018-05,154,S1,L3,R2,1,15,1968,1188319.32
2018-05,155,S3,L1,R2,1,15,2179,1509987.9
2018-05,156,S1,L1,R3,1,15,1947,1421499.0
2018-05,157,S4,L2,R1,1,16,3349,2044570.56
2018-05,158,S4,L2,R2,1,16,3607,2092472.76
2018-05,159,S2,L1,R3,1,16,1317,1091958.99
2018-05,160,S4,L2,R1,1,16,4584,2660809.92
2018-05,161,S1,L1,R3,1,15,1492,1223023.74
2018-05,162,S4,L1,R2,1,16,2635,1705550.1
2018-05,163,S1,L2,R3,1,16,2088,1622466.48
2018-05,164,S1,L1,R3,1,16,1556,1162389.0
2018-05,165,S1,L1,R2,1,16,2065,1384477.08
2018-05,166,S1,L1,R2,1,16,1635,1217522.13
2018-05,167,S1,L1,R2,1,15,1747,1163675.4
2018-05,168,S2,L3,R3,1,16,1339,1013718.84
2018-05,169,S1,L2,R4,1,16,2011,1585031.37
2018-05,170,S1,L1,R2,1,16,1749,1407461.16
2018-05,171,S4,L2,R3,1,16,2845,1888134.0
2018-05,172,S1,L1,R1,1,16,2058,1348945.65
2018-05,173,S4,L2,R1,1,16,3560,2430966.33
2018-05,174,S1,L1,R4,1,16,1655,1237635.84
2018-05,175,S4,L2,R1,1,15,5287,3158200.32
2018-05,176,S4,L2,R3,1,16,3298,2310204.96
2018-05,177,S2,L1,R4,1,16,1411,1124785.68
2018-05,178,S3,L2,R3,1,16,2152,1543980.45
2018-05,179,S1,L1,R2,1,16,2061,1482001.95
2018-05,180,S1,L3,R2,1,16,1384,984738.84
2018-05,181,S3,L1,R3,1,15,2225,1359828.0
2018-05,182,S3,L1,R1,1,16,2094,1282218.0
2018-05,183,S1,L3,R1,1,16,2136,1297476.0
2018-05,184,S1,L2,R2,1,16,1857,1498711.8
2018-05,185,S1,L1,R3,1,17,1858,1411707.96
2018-05,186,S2,L5,R2,1,16,1001,754002.0
2018-05,187,S1,L1,R1,1,16,1586,1142700.0
2018-05,188,S3,L2,R1,1,16,2182,1834450.56
2018-05,189,S2,L3,R3,1,16,1219,957581.13
2018-05,190,S3,L3,R1,1,16,2239,1305480.0
2018-05,191,S3,L1,R1,1,16,2252,1388847.0
2018-05,192,S1,L1,R3,1,15,2013,1462102.56
2018-05,193,S2,L3,R4,1,16,1224,954791.19
2018-05,194,S1,L1,R2,1,16,1995,1379853.72
2018-05,195,S4,L1,R1,1,16,3229,1921951.74
2018-05,196,S1,L1,R3,1,16,1599,1305064.35
2018-05,197,S2,L5,R1,1,15,1217,792755.88
2018-05,198,S4,L2,R3,1,15,2898,1963637.58
2018-05,199,S1,L1,R4,1,16,1454,1099121.64
2018-05,200,S2,L1,R2,1,16,1331,1183200.24
2018-05,201,S4,L1,R1,1,15,3137,1785429.0
2018-05,202,S4,L2,R2,1,16,2683,1848036.36
2018-05,203,S2,L4,R2,1,16,1342,924876.0
2018-05,204,S4,L1,R3,1,16,2556,1612859.28
2018-05,205,S1,L1,R2,1,16,1971,1362659.34
2018-05,206,S1,L1,R1,1,16,1709,1216723.92
2018-05,207,S1,L1,R3,1,16,1678,1344849.42
2018-05,208,S3,L1,R1,1,16,2312,1443987.06
2018-05,209,S1,L1,R1,1,16,1606,1156022.82
2018-05,210,S1,L5,R1,1,16,1581,952651.26
2018-05,211,S4,L2,R1,1,15,3259,1958452.65
2018-05,212,S4,L2,R3,1,19,3430,2269303.2
2018-05,213,S1,L1,R2,1,16,2037,1375118.04
2018-05,214,S1,L1,R4,1,16,1625,1208778.15
2018-05,215,S3,L2,R1,1,16,2352,1746634.38
2018-05,216,S2,L5,R1,1,16,1234,777244.56
2018-05,217,S4,L1,R1,1,16,2558,1588197.3
2018-05,218,S1,L3,R2,1,16,1635,1087122.75
2018-05,219,S4,L2,R1,1,16,3819,2150107.8
2018-05,220,S2,L4,R3,1,16,1208,901675.44
2018-05,221,S1,L1,R2,1,16,2044,1422542.4
2018-05,222,S4,L2,R2,1,13,3238,1994552.22
2018-05,223,S2,L5,R2,1,16,1313,870169.53
2018-05,224,S1,L2,R2,1,16,1764,1349222.94
2018-05,225,S1,L1,R1,1,16,1742,1219092.96
2018-05,226,S2,L5,R4,1,15,1089,731679.48
2018-05,227,S4,L2,R1,1,16,2433,1706474.76
2018-05,228,S1,L1,R1,1,16,1635,1160543.22
2018-05,229,S1,L1,R2,1,16,2004,1316597.76
2018-05,230,S2,L4,R4,1,16,1078,824784.18
2018-05,231,S4,L2,R3,1,16,3116,1947015.42
2018-05,232,S1,L1,R4,1,16,1601,1173530.52
2018-05,233,S1,L3,R3,1,15,1685,1160484.0
2018-05,234,S2,L4,R2,1,16,1224,930150.66
2018-05,235,S1,L1,R3,1,16,1639,1334708.55
2018-05,236,S1,L1,R3,1,16,1697,1202794.5
2018-05,237,S2,L3,R3,1,16,1163,941493.42
2018-05,238,S1,L1,R2,1,16,1399,1083249.0
2018-05,239,S3,L1,R3,1,15,2203,1501664.04
2018-05,240,S3,L2,R3,1,15,2435,1660801.68
2018-05,241,S1,L1,R4,1,16,1974,1520925.6
2018-05,242,S4,L1,R1,1,16,2854,1635614.97
2018-05,243,S4,L2,R2,1,16,2541,1939381.8
2018-05,244,S2,L5,R4,1,15,1302,851881.56
2018-05,245,S4,L1,R2,1,16,2501,1630795.32
2018-05,246,S3,L1,R3,1,15,2144,1506296.28
2018-05,247,S1,L1,R3,1,16,1759,1334344.92
2018-05,248,S1,L1,R2,1,16,1524,1139097.21
2018-05,249,S1,L3,R2,1,16,1840,1122472.5
2018-05,250,S2,L3,R4,1,16,1354,1038352.77
2018-05,251,S2,L3,R1,1,16,1480,1087385.7
2018-05,252,S3,L2,R1,1,16,2475,1801108.5
2018-05,253,S4,L2,R1,1,15,2791,1741912.05
2018-05,254,S4,L1,R1,1,16,2484,1639241.76
2018-05,255,S3,L2,R4,1,16,2189,1652436.6
2018-05,256,S1,L2,R4,1,16,1875,1533658.38
2018-05,257,S1,L3,R1,1,16,1740,1122367.53
2018-05,258,S2,L4,R4,1,16,1222,915845.88
2018-05,259,S4,L1,R1,1,16,2481,1467164.94
2018-05,260,S1,L1,R4,1,16,1701,1211267.76
2018-05,261,S4,L2,R1,1,16,2429,1585805.76
2018-05,262,S1,L1,R1,1,16,2027,1498176.0
2018-05,263,S1,L5,R1,1,15,1640,922794.6
2018-05,264,S3,L1,R3,1,16,2093,1469400.0
2018-05,265,S2,L4,R2,1,16,1472,1024139.49
2018-05,266,S1,L1,R4,1,16,1606,1143580.56
2018-05,267,S4,L2,R1,1,16,1901,1305349.47
2018-05,268,S1,L2,R1,1,15,1922,1448400.0
2018-05,269,S1,L4,R1,1,16,1776,1127110.8
2018-05,270,S1,L1,R2,1,16,1610,1145369.07
2018-05,271,S1,L3,R2,1,16,2143,1358653.92
2018-05,272,S2,L4,R2,1,16,1375,921186.0
2018-05,273,S2,L3,R4,1,16,1088,893700.3
2018-05,274,S4,L2,R4,1,16,2717,1926468.0
2018-05,275,S4,L1,R1,1,16,2528,1596441.3
2018-05,276,S1,L1,R2,1,16,2101,1409496.3
2018-05,277,S1,L3,R1,1,16,1825,1103869.59
2018-05,278,S4,L1,R4,1,16,3062,1908474.3
2018-05,279,S2,L3,R2,1,16,1274,936090.18
2018-05,280,S4,L2,R2,1,15,3318,1995210.75
2018-05,281,S1,L4,R1,1,16,1810,1076018.82
2018-05,282,S1,L2,R2,1,16,2041,1724188.23
2018-05,283,S4,L1,R1,1,15,2745,1579933.95
2018-05,284,S4,L2,R3,1,16,2444,1658743.5
2018-05,285,S1,L3,R3,1,16,1452,1023023.04
2018-05,286,S4,L2,R4,1,16,3120,2017290.48
2018-05,287,S1,L4,R1,1,16,1987,1145700.0
2018-05,288,S3,L2,R3,1,15,2475,1788153.0
2018-05,289,S2,L5,R2,1,16,1216,810325.8
2018-05,290,S1,L1,R3,1,16,1767,1257341.4
2018-05,291,S1,L3,R1,1,16,2005,1214237.4
2018-05,292,S1,L1,R1,1,16,1618,1200955.05
2018-05,293,S2,L4,R2,1,16,1103,821299.5
2018-05,294,S4,L2,R2,1,15,3642,2275856.46
2018-05,295,S1,L1,R1,1,16,1568,1222163.4
2018-05,296,S1,L1,R1,1,16,2367,1651098.3
2018-05,297,S2,L3,R4,1,16,1394,973828.68
2018-05,298,S4,L1,R1,1,16,3708,1940770.26
2018-05,299,S1,L1,R3,1,16,1760,1415243.76
2018-05,300,S2,L5,R2,1,12,1208,778626.45
2018-05,301,S1,L3,R2,1,16,1764,1160907.0
2018-05,302,S1,L4,R2,1,16,1693,1023313.98
2018-05,303,S4,L2,R1,1,16,3307,1965433.65
2018-05,304,S1,L1,R4,1,15,1685,1161091.92
2018-05,305,S4,L1,R1,1,16,2743,1666423.77
2018-05,306,S1,L3,R2,1,16,1553,1076868.0
2018-05,307,S1,L5,R2,1,16,1384,842586.0
2018-05,308,S4,L2,R3,1,16,2771,1825493.4
2018-05,309,S1,L5,R1,1,16,1927,1050570.36
2018-05,310,S2,L5,R1,1,16,1347,840915.45
2018-05,311,S4,L2,R2,1,15,3014,1875778.02
2018-05,312,S4,L2,R1,1,16,5208,3066475.5
2018-05,313,S1,L3,R1,1,16,1568,1035091.02
2018-05,314,S1,L1,R2,1,15,2082,1420412.04
2018-05,315,S4,L2,R1,1,16,3580,2128242.0
2018-05,316,S4,L2,R1,1,16,2538,1761165.72
2018-05,317,S3,L1,R1,1,16,2103,1261053.0
2018-05,318,S1,L3,R2,1,16,1805,1183999.05
2018-05,319,S3,L1,R2,1,15,2321,1611142.23
2018-05,320,S2,L3,R2,1,16,1515,1061536.08
2018-05,321,S3,L1,R2,1,15,2274,1501817.55
2018-05,322,S2,L3,R4,1,16,1333,1004656.83
2018-05,323,S1,L4,R1,1,16,1647,1032158.64
2018-05,324,S1,L2,R3,1,15,1987,1625940.54
2018-05,325,S3,L1,R2,1,16,2043,1463953.8
2018-05,326,S3,L1,R1,1,16,2252,1515699.54
2018-05,327,S4,L1,R3,1,15,2969,1740826.74
2018-05,328,S1,L3,R1,1,16,1379,972654.21
2018-05,329,S4,L2,R3,1,15,2713,1928874.24
2018-05,330,S4,L2,R1,1,16,2706,1697191.74
2018-05,331,S1,L1,R4,1,16,1617,1185658.5
2018-05,332,S2,L5,R1,1,16,1381,906000.0
2018-05,333,S1,L1,R3,1,16,1562,1190539.38
2018-05,334,S3,L2,R2,1,16,2328,1732446.0
2018-05,335,S1,L1,R3,1,15,1852,1225476.0
2018-05,336,S4,L2,R1,1,16,3751,2315314.08
2018-05,337,S4,L2,R1,1,16,5131,3185298.54
2018-05,338,S4,L2,R1,1,15,2927,1950723.66
2018-05,339,S4,L2,R1,1,16,3238,1982491.92
2018-05,340,S4,L2,R3,1,16,2738,1874267.67
2018-05,341,S1,L1,R2,1,16,2036,1343715.54
2018-05,342,S4,L1,R1,1,16,2794,1654393.02
2018-05,343,S1,L1,R2,1,16,1766,1383392.4
2018-05,344,S1,L5,R1,1,16,2031,1128282.3
2018-05,345,S1,L1,R3,1,16,1653,1359424.02
2018-05,346,S4,L1,R1,1,16,3327,1968023.76
2018-05,347,S1,L1,R1,1,16,1872,1330458.72
2018-05,348,S3,L1,R1,1,15,2292,1431348.96
2018-05,349,S1,L1,R4,1,16,2053,1451099.16
2018-05,350,S1,L3,R2,1,15,1822,1193334.42
2018-05,351,S1,L4,R3,1,16,1620,1054988.46
2018-05,352,S4,L1,R1,1,16,2153,1388184.12
2018-05,353,S1,L3,R3,1,16,1547,1095990.48
